"Valgsted Id";"KommuneNr";"Kreds Nr";"Storkreds Nr";"Landsdels Nr";"Valgsted navn";"Kommune navn";"Kreds navn";"Storkreds navn";"Landsdels navn";"Valgsted start";"Valgsted stop"
"101028";"101";"6";"1";"1";"Utterslev Nord";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101029";"101";"6";"1";"1";"Utterslev Øst";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101030";"101";"6";"1";"1";"Utterslev Syd";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101031";"101";"7";"1";"1";"Brønshøj";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101032";"101";"7";"1";"1";"Brønshøj Nord";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101033";"101";"7";"1";"1";"Brønshøj Syd";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101034";"101";"7";"1";"1";"Brønshøj Øst";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101035";"101";"7";"1";"1";"Brønshøj Vest";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101036";"101";"7";"1";"1";"Brønshøj Nordvest";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101037";"101";"7";"1";"1";"Brønshøj Bellahøj";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20121231"
"101038";"101";"7";"1";"1";"Brønshøj Frederiksgård";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20121231"
"101039";"101";"7";"1";"1";"Brønshøj Katrinedal";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101040";"101";"7";"1";"1";"Brønshøj Kirkebjerg";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101041";"101";"7";"1";"1";"Brønshøj Vanløse";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101042";"101";"8";"1";"1";"Valby";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101043";"101";"8";"1";"1";"Valby Nord";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101044";"101";"8";"1";"1";"Valby Syd";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101045";"101";"8";"1";"1";"Valby Øst";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20121231"
"101046";"101";"8";"1";"1";"Valby Vest";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101047";"101";"8";"1";"1";"Valby Sydøst";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101048";"101";"8";"1";"1";"Valby Midt";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101049";"101";"9";"1";"1";"Vesterbro";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101050";"101";"9";"1";"1";"Vesterbro Nord";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101051";"101";"9";"1";"1";"Vesterbro Syd";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101052";"101";"9";"1";"1";"Vesterbro Øst";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101053";"101";"9";"1";"1";"Vesterbro Vest";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"101054";"101";"9";"1";"1";"Vesterbro Midt";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147001";"147";"10";"1";"1";"Falkoner Søerne";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147002";"147";"10";"1";"1";"Falkoner Ny Hollænder";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147003";"147";"10";"1";"1";"Falkoner Bülowsvej";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147004";"147";"10";"1";"1";"Falkoner Duevej";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147005";"147";"11";"1";"1";"Slots Lindevang";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147006";"147";"11";"1";"1";"Slots Søndermark";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147007";"147";"11";"1";"1";"Slots Rådhuset";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"147008";"147";"11";"1";"1";"Slots Nyelandsvej";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"151001";"151";"20";"2";"1";"Tapeten";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"151002";"151";"20";"2";"1";"Rugvængets Skole";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20151030"
"151003";"151";"20";"2";"1";"Højagerskolen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20151030"
"151004";"151";"20";"2";"1";"Grantoftehallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"151005";"151";"20";"2";"1";"Rosenlundskolen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20151030"
"151006";"151";"20";"2";"1";"Lundebjergskolen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20151030"
"151007";"151";"20";"2";"1";"Skovlunde Lokalkontor";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"151008";"151";"20";"2";"1";"Måløvhallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"151009";"151";"20";"2";"1";"Egebjerghallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"151010";"151";"20";"2";"1";"Østerhøjhallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"153001";"153";"18";"2";"1";"Brøndbyvester Skole";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"153002";"153";"18";"2";"1";"Tjørnehøjhallen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"153003";"153";"18";"2";"1";"Lindelundsskolen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"153004";"153";"18";"2";"1";"Kilden";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"153005";"153";"18";"2";"1";"Nørregårdsskolen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"153006";"153";"18";"2";"1";"Langbjergskolen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"153007";"153";"18";"2";"1";"Søholtskolen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"155001";"155";"12";"1";"1";"Dragør Skole";"Dragør";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"20150530"
"155002";"155";"12";"1";"1";"Store Magleby Skole";"Dragør";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"20140331"
"155003";"155";"12";"1";"1";"Skolen Ved Vierdiget";"Dragør";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"20140331"
"157001";"157";"13";"2";"1";"Jægersborg";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157002";"157";"13";"2";"1";"Munkegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157003";"157";"13";"2";"1";"Rådhuset";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157004";"157";"13";"2";"1";"Bakkegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157005";"157";"13";"2";"1";"Dyssegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157006";"157";"13";"2";"1";"Maglegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157007";"157";"13";"2";"1";"Hellerup";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157008";"157";"13";"2";"1";"Ordrup";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157009";"157";"13";"2";"1";"Skovshoved";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157010";"157";"13";"2";"1";"Skovgård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"159001";"159";"15";"2";"1";"Bagsværd";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"159002";"159";"15";"2";"1";"Buddinge";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159003";"159";"15";"2";"1";"Egegård";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"159004";"159";"15";"2";"1";"Høje Gladsaxe";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159005";"159";"15";"2";"1";"Kildebakken";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159006";"159";"15";"2";"1";"Marielyst";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159007";"159";"15";"2";"1";"Mørkhøj";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159008";"159";"15";"2";"1";"Stengård";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159009";"159";"15";"2";"1";"Søborg";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"159010";"159";"15";"2";"1";"Vadgård";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20140331"
"159011";"159";"15";"2";"1";"Værebro";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20140331"
"161001";"161";"20";"2";"1";"Nordvangskolen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"161002";"161";"20";"2";"1";"Sognegården";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"161003";"161";"20";"2";"1";"Søndervangskolen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"161004";"161";"20";"2";"1";"Vestervangskolen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"161005";"161";"20";"2";"1";"Ejbyskolen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"161006";"161";"20";"2";"1";"Hvissingehallen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"163001";"163";"16";"2";"1";"Engskolen";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20140530"
"163002";"163";"16";"2";"1";"Elverhøjens Skole";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"163003";"163";"16";"2";"1";"Hjortespring Skole";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"163004";"163";"16";"2";"1";"Herlev Hallerne";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20140331"
"163005";"163";"16";"2";"1";"Hammergårdskolen";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20140331"
"165001";"165";"19";"2";"1";"Roholmskolen";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"165002";"165";"19";"2";"1";"Egelundskolen";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"165003";"165";"19";"2";"1";"Vridsløselille Skole";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"165004";"165";"19";"2";"1";"Musikteatret";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20090101";"99991231"
"165005";"165";"19";"2";"1";"Birkelund-Holsbjergskolerne";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"167001";"167";"17";"2";"1";"Holmegårdshallen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167002";"167";"17";"2";"1";"Præstemoseskolen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167003";"167";"17";"2";"1";"Sønderkærskolen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20171119"
"167004";"167";"17";"2";"1";"Medborgerhuset";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167005";"167";"17";"2";"1";"Dansborghallen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167006";"167";"17";"2";"1";"Frihedens Idrætscenter";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167007";"167";"17";"2";"1";"Avedøre Skole";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167008";"167";"17";"2";"1";"Avedøre Bibliotek";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"169001";"169";"19";"2";"1";"Selsmoseskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20190510"
"169002";"169";"19";"2";"1";"Parkskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169003";"169";"19";"2";"1";"Grønhøjskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"169004";"169";"19";"2";"1";"Taastrup Kulturcenter";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169005";"169";"19";"2";"1";"Borgerskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20190510"
"169006";"169";"19";"2";"1";"Gadehaveskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20190510"
"169007";"169";"19";"2";"1";"Rønnevangsskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150530"
"169008";"169";"19";"2";"1";"Torstorp Skole";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169009";"169";"19";"2";"1";"Sengeløse";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169010";"169";"19";"2";"1";"Charlotteskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169011";"169";"19";"2";"1";"Fritidscentret Hedehuset";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20190510"
"169012";"169";"19";"2";"1";"Fløng Hallen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169013";"169";"19";"2";"1";"Reerslev Skole";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173001";"173";"14";"2";"1";"Lyngby Midt";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173002";"173";"14";"2";"1";"Lindegård";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173003";"173";"14";"2";"1";"Trongård";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173004";"173";"14";"2";"1";"Engelsborg";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173005";"173";"14";"2";"1";"Taarbæk";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173006";"173";"14";"2";"1";"Virum";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173007";"173";"14";"2";"1";"Hummeltofte";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173008";"173";"14";"2";"1";"Fuglsanggård";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173009";"173";"14";"2";"1";"Kongevej";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173010";"173";"14";"2";"1";"Lundtofte";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175001";"175";"16";"2";"1";"Ørbygård";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175002";"175";"16";"2";"1";"Milestedet";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150531"
"175003";"175";"16";"2";"1";"Rødovre";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175004";"175";"16";"2";"1";"Valhøj";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175005";"175";"16";"2";"1";"Carlsrohallen";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20101231"
"175006";"175";"16";"2";"1";"Nyager";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150531"
"175007";"175";"16";"2";"1";"Tinderhøj";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20190510"
"175008";"175";"16";"2";"1";"Islev";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20190510"
"175009";"175";"16";"2";"1";"Broparken";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"20150531"
"183001";"183";"18";"2";"1";"Ishøj Landsby";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183002";"183";"18";"2";"1";"Vibeholmskolen";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183003";"183";"18";"2";"1";"Gildbroskolen";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183004";"183";"18";"2";"1";"Strandgårdskolen";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183005";"183";"18";"2";"1";"Ishøj Bycenter";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"185001";"185";"12";"1";"1";"Vestamager";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185002";"185";"12";"1";"1";"Pilegården";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185003";"185";"12";"1";"1";"Tårnby";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185004";"185";"12";"1";"1";"Korsvejen";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185005";"185";"12";"1";"1";"Løjtegården";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185006";"185";"12";"1";"1";"Kastrup";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"187001";"187";"18";"2";"1";"Vallensbæk Skole, Multisalen";"Vallensbæk";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"187002";"187";"18";"2";"1";"Egholmskolen";"Vallensbæk";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"187003";"187";"18";"2";"1";"Pilehaveskolen";"Vallensbæk";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"190001";"190";"25";"3";"1";"Værløse";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190002";"190";"25";"3";"1";"Hareskov";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190003";"190";"25";"3";"1";"Søndersø";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190004";"190";"25";"3";"1";"Jonstrup";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190005";"190";"25";"3";"1";"Stavnsholt";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190006";"190";"25";"3";"1";"Solvang";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190007";"190";"25";"3";"1";"Paltholm";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"201001";"201";"26";"3";"1";"Blovstrød";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"201002";"201";"26";"3";"1";"Lillerød Øst";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"20150530"
"201003";"201";"26";"3";"1";"Lillerød By";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"20150530"
